Datum,Inflationsrate,Heimspiel,Weihnachtsmarkt,Markt,Faehrverkaehr,Kreuzfahrverkehr,Temperatur,Monat,Jahreszeit,Frühling,Sommer,Herbst,Winter,Temp_warm,Temp_cold,Temp_average,Warengruppe,Umsatz,Wochentag,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Brot_W1,Broetchen_W2,Croissant_W3,Konditorei_W4,Kuchen_W5,Saisonbrot_W6
2013-07-03,1.53,0,0,0,1.576.718,419.447,21.075,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,111.885593514353,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-03,1.53,0,0,0,1.576.718,419.447,21.075,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,427.343258749983,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-03,1.53,0,0,0,1.576.718,419.447,21.075,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,210.260241465493,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-03,1.53,0,0,0,1.576.718,419.447,21.075,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,69.2627280649987,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-03,1.53,0,0,0,1.576.718,419.447,21.075,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,305.523072325318,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-04,1.53,0,0,0,1.576.718,419.447,18.85,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,308.408167942149,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-04,1.53,0,0,0,1.576.718,419.447,18.85,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,190.686641378586,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-04,1.53,0,0,0,1.576.718,419.447,18.85,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,61.490175369225,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-04,1.53,0,0,0,1.576.718,419.447,18.85,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,168.864940979931,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-04,1.53,0,0,0,1.576.718,419.447,18.85,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,454.859641347987,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-05,1.53,0,0,0,1.576.718,419.447,19.975,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,171.280754117955,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-05,1.53,0,0,0,1.576.718,419.447,19.975,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,492.818804066088,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-05,1.53,0,0,0,1.576.718,419.447,19.975,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,181.644870215041,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-05,1.53,0,0,0,1.576.718,419.447,19.975,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,86.7598614451924,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-05,1.53,0,0,0,1.576.718,419.447,19.975,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,355.518770367742,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-06,1.53,0,0,0,1.576.718,419.447,18.9625,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,291.557959835153,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-06,1.53,0,0,0,1.576.718,419.447,18.9625,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,361.866932797941,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-06,1.53,0,0,0,1.576.718,419.447,18.9625,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,80.6465768881107,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-06,1.53,0,0,0,1.576.718,419.447,18.9625,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,631.906068038484,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-06,1.53,0,0,0,1.576.718,419.447,18.9625,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,174.552359998476,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-07,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,92.6377553788373,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-07,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,695.25572963054,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-07,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,279.665938833443,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-07,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,94.6039024817053,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-07,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,370.20960108863,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-08,1.53,0,0,0,1.576.718,419.447,22.725,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,285.233382496522,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-08,1.53,0,0,0,1.576.718,419.447,22.725,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,49.5000238633042,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-08,1.53,0,0,0,1.576.718,419.447,22.725,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,195.158794309303,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-08,1.53,0,0,0,1.576.718,419.447,22.725,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,538.529249911711,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-08,1.53,0,0,0,1.576.718,419.447,22.725,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,135.500244042392,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-09,1.53,0,0,0,1.576.718,419.447,23.275,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,136.048382778344,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-09,1.53,0,0,0,1.576.718,419.447,23.275,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,585.957264698849,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-09,1.53,0,0,0,1.576.718,419.447,23.275,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,245.808338509722,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-09,1.53,0,0,0,1.576.718,419.447,23.275,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,75.2089975834558,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-09,1.53,0,0,0,1.576.718,419.447,23.275,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,342.089345776475,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-10,1.53,0,0,0,1.576.718,419.447,19.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,343.353066508123,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-10,1.53,0,0,0,1.576.718,419.447,19.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,73.8056511129258,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-10,1.53,0,0,0,1.576.718,419.447,19.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,265.109142544045,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-10,1.53,0,0,0,1.576.718,419.447,19.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,567.365764527953,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-10,1.53,0,0,0,1.576.718,419.447,19.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,135.132314289581,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-11,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,138.549392636714,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-11,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,569.109374584873,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-11,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,234.65807920749,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-11,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,68.6330279122302,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-11,1.53,0,0,0,1.576.718,419.447,21.375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,315.911756962233,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-12,1.53,0,0,0,1.576.718,419.447,20.2875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,362.802489634211,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-12,1.53,0,0,0,1.576.718,419.447,20.2875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,290.199097765019,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-12,1.53,0,0,0,1.576.718,419.447,20.2875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,600.267914678783,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-12,1.53,0,0,0,1.576.718,419.447,20.2875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,101.447511461298,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-13,1.53,0,0,0,1.576.718,419.447,20.125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,141.233309883732,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-13,1.53,0,0,0,1.576.718,419.447,20.125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,747.140776382576,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-13,1.53,0,0,0,1.576.718,419.447,20.125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,340.046632736531,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-13,1.53,0,0,0,1.576.718,419.447,20.125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,74.2744737887665,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-13,1.53,0,0,0,1.576.718,419.447,20.125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,359.166188843392,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-14,1.53,0,0,0,1.576.718,419.447,17.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,461.082124524619,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-14,1.53,0,0,0,1.576.718,419.447,17.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,115.271617188867,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-14,1.53,0,0,0,1.576.718,419.447,17.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,320.626816189556,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-14,1.53,0,0,0,1.576.718,419.447,17.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,777.048841669282,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-14,1.53,0,0,0,1.576.718,419.447,17.6875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,112.524365708762,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-15,1.53,0,0,0,1.576.718,419.447,18.7375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,161.264677322182,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-15,1.53,0,0,0,1.576.718,419.447,18.7375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,596.995099998235,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-15,1.53,0,0,0,1.576.718,419.447,18.7375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,243.526401440661,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-15,1.53,0,0,0,1.576.718,419.447,18.7375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,99.4935305857439,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-15,1.53,0,0,0,1.576.718,419.447,18.7375,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,380.68369651152,Monday,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-16,1.53,0,0,0,1.576.718,419.447,21.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,320.43533597922,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-16,1.53,0,0,0,1.576.718,419.447,21.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,91.7796976081033,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-16,1.53,0,0,0,1.576.718,419.447,21.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,116.821358174215,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-16,1.53,0,0,0,1.576.718,419.447,21.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,558.797138274201,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-16,1.53,0,0,0,1.576.718,419.447,21.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,287.415464972525,Tuesday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-17,1.53,0,0,0,1.576.718,419.447,22.5125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,150.572919592838,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-17,1.53,0,0,0,1.576.718,419.447,22.5125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,628.325718978073,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-17,1.53,0,0,0,1.576.718,419.447,22.5125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,301.777437970497,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-17,1.53,0,0,0,1.576.718,419.447,22.5125,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,396.99424714406,Wednesday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-18,1.53,0,0,0,1.576.718,419.447,23.25,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,101.90072129658,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-18,1.53,0,0,0,1.576.718,419.447,23.25,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,647.822253705942,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-18,1.53,0,0,0,1.576.718,419.447,23.25,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,89.2058404577425,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-18,1.53,0,0,0,1.576.718,419.447,23.25,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,300.398790118057,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-18,1.53,0,0,0,1.576.718,419.447,23.25,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,250.426586853024,Thursday,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-19,1.53,0,0,0,1.576.718,419.447,22.475,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,161.63511518654,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-19,1.53,0,0,0,1.576.718,419.447,22.475,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,646.788959790823,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-19,1.53,0,0,0,1.576.718,419.447,22.475,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,287.18828629416,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-19,1.53,0,0,0,1.576.718,419.447,22.475,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,62.0636098816993,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-19,1.53,0,0,0,1.576.718,419.447,22.475,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,369.400389277533,Friday,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-20,1.53,0,0,0,1.576.718,419.447,23.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,69.9369965472912,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-20,1.53,0,0,0,1.576.718,419.447,23.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,346.154004294146,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013-07-20,1.53,0,0,0,1.576.718,419.447,23.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,394.765674710477,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-20,1.53,0,0,0,1.576.718,419.447,23.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,134.328076682024,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-20,1.53,0,0,0,1.576.718,419.447,23.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,843.051280035386,Saturday,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-21,1.53,0,0,0,1.576.718,419.447,26.375,7.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,66.2887578161955,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
