Datum,Warengruppe,Umsatz,Temperatur,Monat,Jahreszeit,Frühling,Sommer,Herbst,Winter,Temp_warm,Temp_cold,Temp_average
2013-07-20,1,134.328076682024,23.1875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-07-21,1,66.2887578161955,26.375,7.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-07-22,1,131.223948997842,26.1,7.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-07-23,1,110.315246796665,24.95,7.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-07-24,1,141.891908195545,24.075,7.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-07-25,1,167.701216640907,23.0875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-07-26,1,147.272084366206,27.2625,7.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-07-27,1,161.403357795112,26.1625,7.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-07-28,1,86.0791432446654,24.8875,7.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-07-29,1,183.564164400591,22.7875,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-07-30,1,132.111640117897,21.075,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-07-31,1,144.745431773143,20.275,7.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-01,1,157.854023011106,23.4,8.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-08-02,1,117.359342094889,31.4375,8.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-08-03,1,186.027178770079,23.3625,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-04,1,104.708216687715,23.05,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-05,1,146.775309890073,25.8,8.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-08-06,1,131.956277381283,22.225,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-07,1,160.593417296116,19.2125,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-08,1,153.099424561652,16.975,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-09,1,125.620344387906,20.3375,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-10,1,185.177162656408,19.3625,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-11,1,73.2088330039992,16.3875,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-12,1,154.504729536697,16.45,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-13,1,134.064451548102,16.4,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-14,1,156.972510536869,18.2625,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-15,1,164.763795399756,19.8,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-16,1,147.79799759804,23.575,8.0,Sommer,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2013-08-17,1,221.630418006017,20.55,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-18,1,92.489778506026,18.5875,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-19,1,145.87913275728,18.4875,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-20,1,111.842396126739,17.775,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-21,1,125.336522713024,20.125,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-22,1,132.916428220302,21.6625,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-23,1,162.958958703106,22.0375,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-24,1,201.543109556297,20.85,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-25,1,83.0226725739551,21.3875,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-26,1,165.829031676714,20.125,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-27,1,118.473650434102,21.0875,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-28,1,108.876991442649,21.3,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-29,1,178.178023803315,20.2125,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-30,1,133.150828452892,19.7875,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-08-31,1,130.821314898435,18.35,8.0,Sommer,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2013-09-01,1,95.9704314892471,15.8625,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-02,1,138.408723210465,16.575,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-03,1,138.825618927843,18.225,9.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-09-04,1,100.221969526295,18.125,9.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-09-05,1,173.658100347255,21.7,9.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-09-06,1,171.415179710314,24.7,9.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-09-07,1,186.034060963767,22.7625,9.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-09-08,1,88.8925958109828,20.1625,9.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-09-09,1,169.359968504942,11.575,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-10,1,89.6944536084346,13.5875,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-11,1,103.363686559795,13.9,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-12,1,106.474399987548,16.1125,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-13,1,122.564626199915,17.4375,9.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-09-14,1,174.938807466572,17.625,9.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-09-15,1,55.1960062296304,14.8625,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-16,1,146.760234890658,13.1375,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-17,1,136.118044538363,13.1375,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-18,1,152.255085210606,13.05,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-19,1,148.674992078993,14.8375,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-20,1,110.159250328825,13.525,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-21,1,178.263887943827,15.35,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-22,1,86.6668973821597,17.1375,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-23,1,111.128410563554,17.3125,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-24,1,139.64144576808,15.7375,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-25,1,117.94119333604,13.5375,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-26,1,203.314345156607,12.9875,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-27,1,135.507291692088,13.0125,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-28,1,134.613756840197,13.1,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-29,1,68.6316896995448,14.175,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-09-30,1,156.502435955326,12.825,9.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-01,1,123.397540137977,12.9125,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-02,1,196.720969158391,12.7,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-03,1,75.2337302417469,11.7625,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-04,1,156.066122625816,11.2,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-05,1,152.280762053885,15.575,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-06,1,92.4805772695364,15.25,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-07,1,124.841544023845,16.275,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-08,1,96.867100978839,15.1125,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-09,1,149.761758936995,14.3125,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-10,1,119.300284972145,10.975,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-11,1,123.2348187168,13.8625,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-12,1,140.262421715801,13.025,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-13,1,42.9967926268111,10.8625,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-14,1,109.863744271226,12.525,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-15,1,130.431802598324,10.6625,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-16,1,146.070583461057,12.275,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-17,1,89.9411837855476,12.0,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-18,1,111.233698203856,9.075,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-19,1,121.590860465012,9.45,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-20,1,70.1419855298474,15.1875,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-21,1,122.987868193302,14.2625,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-22,1,111.927088663048,17.6375,10.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-10-23,1,125.816016210178,17.675,10.0,Herbst,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2013-10-24,1,123.163406361057,12.6875,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-25,1,113.661858634409,11.8875,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-26,1,161.678805315967,16.775,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-27,1,102.355195816072,14.9875,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-28,1,129.482192717092,14.3625,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-29,1,112.285893935052,10.775,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-30,1,121.506077008915,10.4375,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-10-31,1,133.723541287582,11.1625,10.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-01,1,100.182160485504,10.625,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-02,1,149.172348030766,8.8875,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-03,1,97.4532740046654,10.7,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-04,1,137.864260444157,6.8375,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-05,1,103.700267261952,8.9,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-06,1,109.097001107423,8.1375,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-07,1,118.470603286455,9.5,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-08,1,132.796244239256,9.325,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-09,1,99.9317959514759,7.7,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-10,1,108.561660295105,6.9875,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-11,1,124.580485617569,8.3125,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-12,1,111.970870543294,5.9375,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-13,1,78.0382483442215,8.8,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-14,1,121.180219705286,6.9375,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-15,1,122.76929773359,6.45,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-16,1,126.793397398979,8.875,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-17,1,74.3945185864517,8.8875,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-18,1,129.109032642028,6.65,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-19,1,106.906118646237,5.8375,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-20,1,124.324612351715,3.85,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-21,1,144.359927455555,3.275,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-22,1,107.962731413831,5.375,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-23,1,96.5196766761341,4.9125,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-24,1,76.4120061231823,4.6,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-25,1,129.81992805086,3.7,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-26,1,123.431703158233,2.3125,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-27,1,93.5321454303922,7.3125,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-28,1,128.842426194061,8.025,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2013-11-29,1,104.966463375073,5.9875,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-11-30,1,104.09003869481,5.525,11.0,Herbst,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2013-12-01,1,68.0762231823542,8.6625,12.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2013-12-02,1,113.931498716313,3.0625,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-03,1,94.7658652080226,1.7125,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-04,1,128.922855106228,5.85,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-05,1,120.974699669869,4.4625,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-06,1,112.015650593347,1.7875,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-07,1,121.408564819885,1.0,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-08,1,36.2650169585334,6.975,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-09,1,134.680550018524,9.2375,12.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2013-12-10,1,104.352034970751,7.1875,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-11,1,85.9079819233536,5.025,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-12,1,88.2075449690532,2.525,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-13,1,85.5324935340658,3.5375,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-14,1,120.787742012371,3.0125,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-15,1,71.5352172710921,7.925,12.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2013-12-16,1,120.791211521354,8.775,12.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2013-12-17,1,74.6283250889016,4.95,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-18,1,86.4115250991858,6.85,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-19,1,101.589644453608,7.4,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-20,1,114.601001275823,5.2875,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-21,1,124.541759682586,6.5625,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-22,1,41.7300439888931,8.1375,12.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2013-12-23,1,183.608991270752,5.4875,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-24,1,220.330670230618,11.4375,12.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2013-12-27,1,152.367434643543,5.7625,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-29,1,131.267289010755,5.7125,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-30,1,126.58984459848,4.75,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2013-12-31,1,211.390838466052,5.0375,12.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-02,1,153.166492227541,6.25,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-03,1,109.484763536521,6.8375,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-04,1,116.250540066432,6.9375,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-05,1,67.7899909491401,6.1875,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-06,1,146.911067784297,7.9125,1.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-01-07,1,147.5457609484,10.4375,1.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-01-08,1,99.9068767897401,8.6375,1.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-01-09,1,113.541525918277,9.6125,1.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-01-10,1,119.05554059635,6.6375,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-11,1,127.95986526115,5.5875,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-12,1,83.4017498521773,5.525,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-13,1,103.994034974792,3.1375,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-14,1,166.347532764571,4.225,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-15,1,139.042567223334,3.228571,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-16,1,117.779119691395,2.7375,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-17,1,94.7938386484339,6.7375,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-18,1,102.633649837911,5.8875,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-19,1,53.0014671833047,2.8625,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-20,1,99.6819363621683,0.3875,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-21,1,116.784600007305,-0.65,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-22,1,102.344424741026,-3.1125,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-23,1,105.740276056438,-3.1875,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-24,1,143.164448746188,-5.1625,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-25,1,129.09233380561,-7.0375,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-26,1,65.4883238458282,-8.475,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-27,1,177.797639286942,0.7,1.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-01-28,1,63.9844736113181,-0.2625,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-29,1,75.1156293987916,-5.05,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-30,1,140.794194214435,-4.4875,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-01-31,1,133.303478983532,-3.6875,1.0,Winter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2014-02-01,1,101.932146850505,3.225,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-02,1,76.7574943519772,5.4875,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-03,1,154.323103655617,3.475,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-04,1,130.284962020954,3.925,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-05,1,128.512982776585,3.675,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-06,1,93.2145715747619,7.875,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-07,1,99.7607356052368,8.475,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-08,1,120.862739831777,6.2875,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-09,1,57.0074894928223,6.7125,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-10,1,154.183743327497,6.6375,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-11,1,93.60500318626259,4.925,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-12,1,165.738384661521,6.1,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-13,1,112.481302733138,7.45,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-14,1,127.922310495651,5.2125,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-15,1,169.517528839106,11.5,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-16,1,66.1488570531461,6.0625,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-17,1,139.563931976797,6.6875,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-18,1,101.128808084497,7.8,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-19,1,139.712963296062,6.325,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-20,1,115.493305434483,9.1,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-21,1,195.749507104036,7.5125,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-22,1,138.333592943018,5.925,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-02-23,1,79.4422222430818,8.625,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-24,1,152.556733984074,9.4125,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-25,1,115.741936459404,10.475,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-26,1,95.0173566075507,10.1875,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-27,1,142.599019478366,8.8875,2.0,Winter,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2014-02-28,1,121.868073185287,6.1875,2.0,Winter,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2014-03-01,1,140.96854447309,5.075,3.0,Frühling,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-03-02,1,78.304687930775,6.5625,3.0,Frühling,1.0,0.0,0.0,0.0,0.0,0.0,1.0
