id,Datum,Warengruppe,Umsatz
1810271,2018-10-27,1,132.72272062949745
1810281,2018-10-28,1,63.2604664374243
1810291,2018-10-29,1,124.9268611969314
1810301,2018-10-30,1,110.8465812322048
1811011,2018-11-01,1,127.49103272582865
1811021,2018-11-02,1,119.01657487471316
1811031,2018-11-03,1,133.45648980426222
1811041,2018-11-04,1,68.95869243638666
1811051,2018-11-05,1,124.9268611969314
1811061,2018-11-06,1,110.8465812322048
1811071,2018-11-07,1,110.35864260718294
1811081,2018-11-08,1,127.49103272582865
1811091,2018-11-09,1,119.01657487471316
1811101,2018-11-10,1,138.4209466284598
1811111,2018-11-11,1,68.95869243638666
1811121,2018-11-12,1,124.9268611969314
1811131,2018-11-13,1,110.8465812322048
1811141,2018-11-14,1,110.35864260718294
1811151,2018-11-15,1,127.49103272582865
1811161,2018-11-16,1,119.01657487471316
1811171,2018-11-17,1,132.72272062949745
1811181,2018-11-18,1,63.2604664374243
1811191,2018-11-19,1,119.22863519796906
1811201,2018-11-20,1,105.14835523324244
1811211,2018-11-21,1,104.6604166082206
1811221,2018-11-22,1,121.79280672686627
1811231,2018-11-23,1,113.3183488757508
1811241,2018-11-24,1,127.75826380529986
1811251,2018-11-25,1,63.2604664374243
1811261,2018-11-26,1,116.88546730278534
1811271,2018-11-27,1,102.80518733805872
1811281,2018-11-28,1,102.31724871303688
1811291,2018-11-29,1,119.4496388316826
1811301,2018-11-30,1,116.67340697952945
1812011,2018-12-01,1,127.28670494315298
1812021,2018-12-02,1,56.23440665680756
1812031,2018-12-03,1,112.20257541735232
1812041,2018-12-04,1,99.71233954689798
1812051,2018-12-05,1,99.22440092187612
1812061,2018-12-06,1,116.35679104052184
1812071,2018-12-07,1,106.29228909513408
1812081,2018-12-08,1,127.28670494315298
1812091,2018-12-09,1,57.82445075107984
1812101,2018-12-10,1,113.7926195116246
1812111,2018-12-11,1,99.71233954689798
1812121,2018-12-12,1,99.22440092187612
1812131,2018-12-13,1,116.35679104052184
1812141,2018-12-14,1,102.91787636520876
1812151,2018-12-15,1,127.28670494315298
1812161,2018-12-16,1,57.82445075107984
1812171,2018-12-17,1,113.7926195116246
1812181,2018-12-18,1,99.71233954689798
1812191,2018-12-19,1,99.22440092187612
1812201,2018-12-20,1,116.35679104052184
1812211,2018-12-21,1,122.6531869691617
1812221,2018-12-22,1,142.05755872290834
1812231,2018-12-23,1,76.85593236084756
1812241,2018-12-24,1,140.1317258407736
1812271,2018-12-27,1,142.69589736967086
1812281,2018-12-28,1,134.22143951855534
1812291,2018-12-29,1,153.625811272302
1812301,2018-12-30,1,84.16355708022886
1812311,2018-12-31,1,140.1317258407736
1901021,2019-01-02,1,116.3384225968152
1901031,2019-01-03,1,133.4708127154609
1901041,2019-01-04,1,124.9963548643454
1901051,2019-01-05,1,128.0398287440644
1901061,2019-01-06,1,60.16761864626355
1901071,2019-01-07,1,116.1357874068083
1901081,2019-01-08,1,102.05550744208168
1901091,2019-01-09,1,101.56756881705984
1901101,2019-01-10,1,118.69995893570554
1901111,2019-01-11,1,110.22550108459004
1901121,2019-01-12,1,129.6298728383367
1901131,2019-01-13,1,60.16761864626355
1901141,2019-01-14,1,116.1357874068083
1901151,2019-01-15,1,102.05550744208168
1901161,2019-01-16,1,101.56756881705984
1901171,2019-01-17,1,118.69995893570554
1901181,2019-01-18,1,110.22550108459004
1901191,2019-01-19,1,129.6298728383367
1901201,2019-01-20,1,60.16761864626355
1901211,2019-01-21,1,110.43756140784596
1901221,2019-01-22,1,102.05550744208168
1901231,2019-01-23,1,95.86934281809748
1901241,2019-01-24,1,113.00173293674318
1901251,2019-01-25,1,104.52727508562768
1901261,2019-01-26,1,129.6298728383367
1901271,2019-01-27,1,60.16761864626355
1901281,2019-01-28,1,116.1357874068083
1901291,2019-01-29,1,102.05550744208168
1901301,2019-01-30,1,101.56756881705984
1901311,2019-01-31,1,118.69995893570554
1902011,2019-02-01,1,104.52727508562768
1902021,2019-02-02,1,129.6298728383367
1902031,2019-02-03,1,55.203161822065965
1902041,2019-02-04,1,116.1357874068083
1902051,2019-02-05,1,102.05550744208168
1902061,2019-02-06,1,96.60311199286224
1902071,2019-02-07,1,118.69995893570554
1902081,2019-02-08,1,110.22550108459004
1902091,2019-02-09,1,129.6298728383367
1902101,2019-02-10,1,60.16761864626355
1902111,2019-02-11,1,125.36087206101826
1902121,2019-02-12,1,111.28059209629164
1902131,2019-02-13,1,110.7926534712698
1902141,2019-02-14,1,127.92504358991548
1902151,2019-02-15,1,117.86054164452771
1902161,2019-02-16,1,137.26491339827436
1902171,2019-02-17,1,62.83820238200363
1902181,2019-02-18,1,123.77082796674595
1902191,2019-02-19,1,111.28059209629164
1902201,2019-02-20,1,110.7926534712698
1902211,2019-02-21,1,127.92504358991548
1902221,2019-02-22,1,119.4505857388
1902231,2019-02-23,1,138.85495749254665
1902241,2019-02-24,1,67.80265920620121
1902251,2019-02-25,1,123.77082796674595
1902261,2019-02-26,1,109.69054800201934
1902271,2019-02-27,1,109.2026093769975
1902281,2019-02-28,1,126.3349994956432
1903011,2019-03-01,1,117.57897670576315
1903021,2019-03-02,1,141.9478052837074
1903031,2019-03-03,1,78.1837770905966
1903041,2019-03-04,1,134.15194585114136
1903051,2019-03-05,1,120.07166588641472
1903061,2019-03-06,1,119.5837272613929
1903071,2019-03-07,1,136.7161173800386
1903081,2019-03-08,1,128.2416595289231
1903091,2019-03-09,1,147.64603128266975
1903101,2019-03-10,1,78.1837770905966
1903111,2019-03-11,1,128.453719852179
1903121,2019-03-12,1,114.37343988745238
1903131,2019-03-13,1,113.88550126243054
1903141,2019-03-14,1,131.01789138107625
1903151,2019-03-15,1,123.27720270472552
1903161,2019-03-16,1,141.9478052837074
1903171,2019-03-17,1,78.1837770905966
1903181,2019-03-18,1,134.15194585114136
1903191,2019-03-19,1,120.07166588641472
1903211,2019-03-21,1,136.7161173800386
1903221,2019-03-22,1,128.2416595289231
1903231,2019-03-23,1,147.64603128266975
1903241,2019-03-24,1,78.1837770905966
1903251,2019-03-25,1,134.15194585114136
1903261,2019-03-26,1,120.07166588641472
1903271,2019-03-27,1,119.5837272613929
1903281,2019-03-28,1,136.7161173800386
1903291,2019-03-29,1,128.2416595289231
1903301,2019-03-30,1,147.64603128266975
1903311,2019-03-31,1,78.1837770905966
1904011,2019-04-01,1,134.15194585114136
1904021,2019-04-02,1,120.07166588641472
1904041,2019-04-04,1,149.1586406352092
1904051,2019-04-05,1,143.01251330867845
1904061,2019-04-06,1,157.45242823822753
1904071,2019-04-07,1,83.72954621614201
1904081,2019-04-08,1,139.69771497668677
1904091,2019-04-09,1,125.61743501196015
1904101,2019-04-10,1,125.12949638693831
1904111,2019-04-11,1,136.56366050662166
1904121,2019-04-12,1,128.08920265550617
1904131,2019-04-13,1,147.4935744092528
1904141,2019-04-14,1,78.03132021717965
1904151,2019-04-15,1,139.69771497668677
1904161,2019-04-16,1,125.61743501196015
1904171,2019-04-17,1,125.12949638693831
1904181,2019-04-18,1,142.26188650558402
1904201,2019-04-20,1,132.11848122303712
1904211,2019-04-21,1,66.03063976088927
1904221,2019-04-22,1,123.58885261570632
1904231,2019-04-23,1,109.50857265097969
1904241,2019-04-24,1,107.43058993168556
1904251,2019-04-25,1,124.56298005033126
1904261,2019-04-26,1,117.67856629348805
1904271,2019-04-27,1,137.08293804723468
1904281,2019-04-28,1,67.62068385516154
1904291,2019-04-29,1,123.58885261570632
1904301,2019-04-30,1,109.25653713793253
1905021,2019-05-02,1,127.49103272582865
1905031,2019-05-03,1,119.01657487471316
1905041,2019-05-04,1,138.4209466284598
1905051,2019-05-05,1,63.99423561218907
1905061,2019-05-06,1,124.9268611969314
1905071,2019-05-07,1,110.8465812322048
1905081,2019-05-08,1,110.35864260718294
1905091,2019-05-09,1,127.49103272582865
1905101,2019-05-10,1,119.01657487471316
1905111,2019-05-11,1,138.4209466284598
1905121,2019-05-12,1,63.99423561218907
1905131,2019-05-13,1,124.9268611969314
1905141,2019-05-14,1,110.8465812322048
1905151,2019-05-15,1,110.35864260718294
1905161,2019-05-16,1,127.49103272582865
1905171,2019-05-17,1,119.01657487471316
1905181,2019-05-18,1,136.83090253418752
1905191,2019-05-19,1,68.95869243638666
1905201,2019-05-20,1,123.33681710265914
1905211,2019-05-21,1,109.25653713793253
1905221,2019-05-22,1,110.35864260718294
1905231,2019-05-23,1,125.90098863155636
1905241,2019-05-24,1,117.42653078044088
1905251,2019-05-25,1,138.4209466284598
1905261,2019-05-26,1,68.95869243638666
1905271,2019-05-27,1,124.9268611969314
1905281,2019-05-28,1,110.8465812322048
1905291,2019-05-29,1,110.35864260718294
1905301,2019-05-30,1,127.49103272582865
1905311,2019-05-31,1,132.19738456019624
1906011,2019-06-01,1,149.20129759815032
1906021,2019-06-02,1,78.1489993118049
1906031,2019-06-03,1,135.70721216662196
1906041,2019-06-04,1,115.92870620293296
1906051,2019-06-05,1,121.13899357687347
1906061,2019-06-06,1,138.27138369551918
1906071,2019-06-07,1,129.7969258444037
1906081,2019-06-08,1,143.50307159918796
1906091,2019-06-09,1,79.73904340607717
1906101,2019-06-10,1,130.0089861676596
1906111,2019-06-11,1,121.62693220189531
1906121,2019-06-12,1,121.13899357687347
1906131,2019-06-13,1,138.27138369551918
1906141,2019-06-14,1,129.7969258444037
1906151,2019-06-15,1,149.20129759815032
1906161,2019-06-16,1,79.73904340607717
1906171,2019-06-17,1,135.70721216662196
1906181,2019-06-18,1,120.03688810762304
1906191,2019-06-19,1,119.5489494826012
1906201,2019-06-20,1,138.27138369551918
1906211,2019-06-21,1,129.7969258444037
1906221,2019-06-22,1,156.68447706637016
1906231,2019-06-23,1,87.22222287429705
1906241,2019-06-24,1,143.1903916348418
1906251,2019-06-25,1,127.52006757584287
1906261,2019-06-26,1,127.03212895082105
1906271,2019-06-27,1,145.75456316373902
1906281,2019-06-28,1,137.28010531262353
1906291,2019-06-29,1,155.0944329720979
1906301,2019-06-30,1,85.63217878002476
1907011,2019-07-01,1,150.47806594637728
1907021,2019-07-02,1,130.69955998268833
1907031,2019-07-03,1,135.90984735662883
1907041,2019-07-04,1,147.34401147631218
1907051,2019-07-05,1,138.8695536251967
1907061,2019-07-06,1,158.27392537894332
1907071,2019-07-07,1,88.81167118687019
1907081,2019-07-08,1,154.0049246016249
1907091,2019-07-09,1,145.62287063586064
1907111,2019-07-11,1,162.26732212948448
1907121,2019-07-12,1,153.792864278369
1907131,2019-07-13,1,173.19723603211563
1907141,2019-07-14,1,98.03675584108012
1907151,2019-07-15,1,154.0049246016249
1907161,2019-07-16,1,145.62287063586064
1907171,2019-07-17,1,145.13493201083878
1907181,2019-07-18,1,162.26732212948448
1907191,2019-07-19,1,153.792864278369
1907201,2019-07-20,1,171.60719193784334
1907211,2019-07-21,1,103.73498184004248
1907221,2019-07-22,1,159.70315060058726
1907231,2019-07-23,1,144.03282654158835
1907241,2019-07-24,1,143.5448879165665
1907251,2019-07-25,1,160.6772780352122
1907261,2019-07-26,1,152.2028201840967
1907271,2019-07-27,1,166.64273511364576
1907281,2019-07-28,1,103.73498184004248
1907291,2019-07-29,1,158.11310650631498
1907301,2019-07-30,1,145.62287063586064
