id,Datum,Warengruppe,Umsatz
1810214,2018-10-21,4,148.89512673417275
1810224,2018-10-22,4,77.99703410881821
1810234,2018-10-23,4,73.74339549950524
1810244,2018-10-24,4,77.04588192801255
1810254,2018-10-25,4,74.68244903179178
1810264,2018-10-26,4,76.17585362121078
1810274,2018-10-27,4,78.68354501275702
1810284,2018-10-28,4,128.59349360485717
1810294,2018-10-29,4,77.7010632272798
1810304,2018-10-30,4,74.45603053223974
1811014,2018-11-01,4,73.62981269606895
1811024,2018-11-02,4,74.19048943425467
1811034,2018-11-03,4,88.72517153934047
1811044,2018-11-04,4,130.1669847325206
1811054,2018-11-05,4,73.26100583278694
1811064,2018-11-06,4,75.26126632880928
1811074,2018-11-07,4,75.66006272322598
1811084,2018-11-08,4,73.31278560168343
1811094,2018-11-09,4,74.7623281869524
1811104,2018-11-10,4,81.4848109346377
1811114,2018-11-11,4,127.07343202633626
1811124,2018-11-12,4,73.61538485521271
1811134,2018-11-13,4,73.76142549908943
1811144,2018-11-14,4,75.23665208587255
1811154,2018-11-15,4,76.77454216384305
1811164,2018-11-16,4,79.35050911491115
1811174,2018-11-17,4,80.9796271407016
1811184,2018-11-18,4,121.44530860379604
1811194,2018-11-19,4,68.50850403019615
1811204,2018-11-20,4,68.81458008175787
1811214,2018-11-21,4,70.97349840049792
1811224,2018-11-22,4,72.02813126557434
1811234,2018-11-23,4,71.65300855929226
1811244,2018-11-24,4,80.12007577076172
1811254,2018-11-25,4,123.31533978069592
1811264,2018-11-26,4,71.64482923283228
1811274,2018-11-27,4,73.36736814841781
1811284,2018-11-28,4,76.15649847838861
1811294,2018-11-29,4,72.69481527786668
1811304,2018-11-30,4,79.71433764600435
1812014,2018-12-01,4,81.90637285050833
1812024,2018-12-02,4,127.3612423718103
1812034,2018-12-03,4,69.88797007088388
1812044,2018-12-04,4,78.09650932593938
1812054,2018-12-05,4,79.3413673501171
1812064,2018-12-06,4,73.93290931550678
1812074,2018-12-07,4,70.77630698984703
1812084,2018-12-08,4,82.59491220235873
1812094,2018-12-09,4,128.86985136945623
1812104,2018-12-10,4,76.82739026368547
1812114,2018-12-11,4,75.99798141606091
1812124,2018-12-12,4,76.22734191383604
1812134,2018-12-13,4,77.84695742728749
1812144,2018-12-14,4,78.80399454697593
1812154,2018-12-15,4,88.64479444492406
1812164,2018-12-16,4,134.86734892284605
1812174,2018-12-17,4,79.69968426494012
1812184,2018-12-18,4,74.89465275668006
1812194,2018-12-19,4,77.01875159647261
1812204,2018-12-20,4,75.60180354410551
1812214,2018-12-21,4,73.51666675315168
1812224,2018-12-22,4,82.99353546703541
1812234,2018-12-23,4,135.25085258852965
1812244,2018-12-24,4,81.7777683774232
1812274,2018-12-27,4,77.0602717576853
1812284,2018-12-28,4,77.17488863031829
1812294,2018-12-29,4,86.21845239420875
1812304,2018-12-30,4,135.0645987522204
1901024,2019-01-02,4,90.24048680788972
1901034,2019-01-03,4,92.17834700566274
1901044,2019-01-04,4,85.15576245182706
1901054,2019-01-05,4,95.349365559432
1901064,2019-01-06,4,143.84156399142594
1901074,2019-01-07,4,88.25058060461154
1901084,2019-01-08,4,87.86498098014447
1901094,2019-01-09,4,89.55683469389719
1901104,2019-01-10,4,91.3654061630806
1901114,2019-01-11,4,86.7302199035719
1901124,2019-01-12,4,95.98991653186368
1901134,2019-01-13,4,140.08475457409466
1901144,2019-01-14,4,93.7314253163221
1901154,2019-01-15,4,86.29859238913613
1901164,2019-01-16,4,86.05862531225876
1901174,2019-01-17,4,88.8022726938623
1901184,2019-01-18,4,100.22103298098462
1901194,2019-01-19,4,108.8283567958518
1901204,2019-01-20,4,150.3589699193179
1901214,2019-01-21,4,84.03988750174112
1901224,2019-01-22,4,99.07432699270144
1901234,2019-01-23,4,87.86776518800713
1901244,2019-01-24,4,87.37364927076999
1901254,2019-01-25,4,90.85967289455525
1901264,2019-01-26,4,103.44947538766804
1901274,2019-01-27,4,143.32917493069831
1901284,2019-01-28,4,89.97266266241924
1901294,2019-01-29,4,91.94108343653542
1901304,2019-01-30,4,93.10735905975818
1901314,2019-01-31,4,96.24214435878396
1902014,2019-02-01,4,81.3794903218184
1902024,2019-02-02,4,98.50106178884796
1902034,2019-02-03,4,147.10926484672166
1902044,2019-02-04,4,88.75340270693896
1902054,2019-02-05,4,86.85059210356899
1902064,2019-02-06,4,89.58376730870837
1902074,2019-02-07,4,86.3131405316044
1902084,2019-02-08,4,85.56560668899482
1902094,2019-02-09,4,93.45741666460076
1902104,2019-02-10,4,142.86650048936642
1902114,2019-02-11,4,96.90661811982189
1902124,2019-02-12,4,96.68849474480342
1902134,2019-02-13,4,91.8491853176829
1902144,2019-02-14,4,94.7630397102524
1902154,2019-02-15,4,92.46979301344004
1902164,2019-02-16,4,102.14243645454304
1902174,2019-02-17,4,145.72382081664836
1902184,2019-02-18,4,92.66931493246408
1902194,2019-02-19,4,92.96068558912006
1902204,2019-02-20,4,92.1031522870526
1902214,2019-02-21,4,91.82444501350176
1902224,2019-02-22,4,97.6669151738398
1902234,2019-02-23,4,105.90296910658644
1902244,2019-02-24,4,149.21108527087526
1902254,2019-02-25,4,93.75410013903004
1902264,2019-02-26,4,92.84422760800662
1902274,2019-02-27,4,91.30943533394488
1902284,2019-02-28,4,93.70399655399449
1903014,2019-03-01,4,83.62538126511568
1903024,2019-03-02,4,91.49407104078816
1903034,2019-03-03,4,145.74673355455417
1903044,2019-03-04,4,91.95098952521111
1903054,2019-03-05,4,93.41283123198778
1903064,2019-03-06,4,91.91220765600106
1903074,2019-03-07,4,90.23450499643276
1903084,2019-03-08,4,93.82911569901876
1903094,2019-03-09,4,101.75200326681193
1903104,2019-03-10,4,147.89473297590592
1903114,2019-03-11,4,86.1276024161487
1903124,2019-03-12,4,83.59664651218544
1903134,2019-03-13,4,83.40788618622508
1903144,2019-03-14,4,83.13191996596463
1903154,2019-03-15,4,92.03012047372285
1903164,2019-03-16,4,93.4556612429406
1903174,2019-03-17,4,147.79262979129751
1903184,2019-03-18,4,93.72377074118629
1903194,2019-03-19,4,94.86339522636388
1903214,2019-03-21,4,87.84224946933915
1903224,2019-03-22,4,88.9607832746689
1903234,2019-03-23,4,97.8783724085543
1903244,2019-03-24,4,148.0639057335378
1903254,2019-03-25,4,93.64549656656676
1903264,2019-03-26,4,91.12171209232284
1903274,2019-03-27,4,89.80565950845303
1903284,2019-03-28,4,87.36709404138185
1903294,2019-03-29,4,87.79357185978458
1903304,2019-03-30,4,95.85675655878046
1903314,2019-03-31,4,149.39773450354843
1904014,2019-04-01,4,94.08177895830826
1904024,2019-04-02,4,89.23367726084305
1904044,2019-04-04,4,101.91729472342396
1904054,2019-04-05,4,85.7469872810601
1904064,2019-04-06,4,96.1838427409092
1904074,2019-04-07,4,133.45752172700864
1904084,2019-04-08,4,81.18895689235603
1904094,2019-04-09,4,83.9345897120637
1904104,2019-04-10,4,85.35612008193496
1904114,2019-04-11,4,72.09660698911618
1904124,2019-04-12,4,74.08852603316126
1904134,2019-04-13,4,82.82093753055194
1904144,2019-04-14,4,126.13704356633758
1904154,2019-04-15,4,83.85115209190951
1904164,2019-04-16,4,82.81751350089525
1904174,2019-04-17,4,80.32109643687208
1904184,2019-04-18,4,78.98794872522458
1904204,2019-04-20,4,91.03973733969244
1904214,2019-04-21,4,132.37233682308752
1904224,2019-04-22,4,78.7276793204376
1904234,2019-04-23,4,80.02520326036962
1904244,2019-04-24,4,74.61194760529122
1904254,2019-04-25,4,73.71071245563219
1904264,2019-04-26,4,76.17634344358113
1904274,2019-04-27,4,84.19879063747983
1904284,2019-04-28,4,133.9973632600314
1904294,2019-04-29,4,78.66597186813806
1904304,2019-04-30,4,73.50648403953736
1905024,2019-05-02,4,78.8766287173735
1905034,2019-05-03,4,81.73942016673598
1905044,2019-05-04,4,92.37221813880424
1905054,2019-05-05,4,132.19964643587232
1905064,2019-05-06,4,78.31203974373753
1905074,2019-05-07,4,77.91058023746845
1905084,2019-05-08,4,75.63378583764685
1905094,2019-05-09,4,72.43032785790065
1905104,2019-05-10,4,77.35002842632657
1905114,2019-05-11,4,84.74058920890386
1905124,2019-05-12,4,129.8174833128623
1905134,2019-05-13,4,74.70447578020604
1905144,2019-05-14,4,75.07959848648812
1905154,2019-05-15,4,73.51658721031279
1905164,2019-05-16,4,75.05485818230699
1905174,2019-05-17,4,75.4672252829796
1905184,2019-05-18,4,79.77646539577101
1905194,2019-05-19,4,127.8353679106203
1905204,2019-05-20,4,70.60313419152197
1905214,2019-05-21,4,75.16453444853877
1905224,2019-05-22,4,75.42998088858907
1905234,2019-05-23,4,69.17766790765009
1905244,2019-05-24,4,69.00261064471844
1905254,2019-05-25,4,82.72743068519003
1905264,2019-05-26,4,130.54905564715898
1905274,2019-05-27,4,72.1536413774879
1905284,2019-05-28,4,74.25432853266754
1905294,2019-05-29,4,74.05426308931709
1905304,2019-05-30,4,73.58735801662691
1905314,2019-05-31,4,66.54898348370335
1906014,2019-06-01,4,79.95379743835159
1906024,2019-06-02,4,120.9728971653072
1906034,2019-06-03,4,68.52680488103599
1906044,2019-06-04,4,64.68243983210182
1906054,2019-06-05,4,67.75447640342712
1906064,2019-06-06,4,71.18219361660933
1906074,2019-06-07,4,73.90969253968518
1906084,2019-06-08,4,73.14409863774543
1906094,2019-06-09,4,126.70296347282536
1906104,2019-06-10,4,66.15688325672122
1906114,2019-06-11,4,74.01160039502417
1906124,2019-06-12,4,74.20392971234246
1906134,2019-06-13,4,68.49221772578187
1906144,2019-06-14,4,69.13473733711947
1906154,2019-06-15,4,83.34882415318387
1906164,2019-06-16,4,124.93669376168783
1906174,2019-06-17,4,68.79231589080754
1906184,2019-06-18,4,67.42913446660559
1906194,2019-06-19,4,65.33640826721496
1906204,2019-06-20,4,71.42136782639386
1906214,2019-06-21,4,72.50603068300012
1906224,2019-06-22,4,82.26756416941976
1906234,2019-06-23,4,124.72463427045668
1906244,2019-06-24,4,68.56775230936697
1906254,2019-06-25,4,61.665494513776736
1906264,2019-06-26,4,64.4038902696359
1906274,2019-06-27,4,73.26929022810236
1906284,2019-06-28,4,70.21829221700813
1906294,2019-06-29,4,75.25276956194489
1906304,2019-06-30,4,117.75985602381942
1907014,2019-07-01,4,67.87293997787782
1907024,2019-07-02,4,62.011676899522485
1907034,2019-07-03,4,70.83453422384247
1907044,2019-07-04,4,61.50433444082999
1907054,2019-07-05,4,61.64480454850752
1907064,2019-07-06,4,70.79739206890025
1907074,2019-07-07,4,117.39330526762922
1907084,2019-07-08,4,69.19875377651954
1907094,2019-07-09,4,78.72184015256605
1907114,2019-07-11,4,77.9032240582067
1907124,2019-07-12,4,77.64676703241531
1907134,2019-07-13,4,84.29399337650715
1907144,2019-07-14,4,124.50535760336984
1907154,2019-07-15,4,69.62389284363923
1907164,2019-07-16,4,76.23352620089493
1907174,2019-07-17,4,77.80904156727966
1907184,2019-07-18,4,74.09532677508709
1907194,2019-07-19,4,74.25787994780933
1907204,2019-07-20,4,82.0140275083142
1907214,2019-07-21,4,131.10248687041616
1907224,2019-07-22,4,79.0054483686777
1907234,2019-07-23,4,69.24373977383888
1907244,2019-07-24,4,67.65572031724474
1907254,2019-07-25,4,65.61755361311211
1907264,2019-07-26,4,68.41846982001829
1907274,2019-07-27,4,81.4120176872915
1907284,2019-07-28,4,126.6933325139147
1907294,2019-07-29,4,70.3901302143993
1907304,2019-07-30,4,75.20021908631469
